2015년_ [교양과목 성적평가 분포_(대학)_],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,추계예술대학교 _본교,1학기,"1,183",4.5,203,17.2,140,11.8,0,0,225,19,126,10.7,0,0,122,10.3,82,6.9,0,0,50,4.2,43,3.6,0,0,192,16.2
2014,추계예술대학교 _본교,2학기,"1,364",4.5,215,15.8,180,13.2,0,0,243,17.8,204,15,0,0,138,10.1,119,8.7,0,0,41,3,82,6,0,0,142,10.4
2014,춘천교육대학교 _본교,1학기,"2,854",4.3,423,14.8,172,6,67,2.3,982,34.4,307,10.8,132,4.6,564,19.8,93,3.3,48,1.7,15,0.5,9,0.3,2,0.1,40,1.4
2014,춘천교육대학교 _본교,2학기,"2,806",4.3,429,15.3,138,4.9,76,2.7,949,33.8,322,11.5,112,4,500,17.8,113,4,48,1.7,29,1,10,0.4,4,0.1,76,2.7
2014,충남대학교 _본교,1학기,"30,508",4.5,"6,893",22.6,"2,631",8.6,0,0,"9,431",30.9,"2,366",7.8,0,0,"5,661",18.6,"1,489",4.9,0,0,582,1.9,342,1.1,0,0,"1,113",3.6
2014,충남대학교 _본교,2학기,"27,398",4.5,"6,234",22.8,"2,144",7.8,0,0,"8,718",31.8,"1,989",7.3,0,0,"5,522",20.2,"1,279",4.7,0,0,441,1.6,280,1,0,0,791,2.9
2014,충북대학교 _본교,1학기,"28,059",4.5,"3,584",12.8,"4,735",16.9,0,0,"6,328",22.6,"6,081",21.7,0,0,"3,300",11.8,"2,336",8.3,0,0,680,2.4,428,1.5,0,0,587,2.1
2014,충북대학교 _본교,2학기,"24,918",4.5,"3,310",13.3,"4,372",17.5,0,0,"5,527",22.2,"5,327",21.4,0,0,"2,899",11.6,"1,955",7.8,0,0,624,2.5,412,1.7,0,0,492,2
2014,침례신학대학교 _본교,1학기,"4,064",4.5,923,22.7,473,11.6,303,7.5,735,18.1,353,8.7,250,6.2,458,11.3,185,4.6,161,4,32,0.8,33,0.8,44,1.1,114,2.8
2014,침례신학대학교 _본교,2학기,"4,055",4.5,898,22.1,484,11.9,395,9.7,659,16.3,305,7.5,269,6.6,424,10.5,184,4.5,158,3.9,52,1.3,32,0.8,62,1.5,133,3.3
2014,칼빈대학교 _본교,1학기,"1,375",4.5,331,24.1,332,24.1,0,0,173,12.6,155,11.3,0,0,73,5.3,86,6.3,0,0,32,2.3,99,7.2,0,0,94,6.8
2014,칼빈대학교 _본교,2학기,"1,370",4.5,347,25.3,322,23.5,0,0,251,18.3,195,14.2,0,0,62,4.5,69,5,0,0,20,1.5,50,3.6,0,0,54,3.9
2014,케이씨대학교 _본교,1학기,"4,393",4.5,605,13.8,565,12.9,0,0,"1,036",23.6,599,13.6,0,0,778,17.7,342,7.8,0,0,110,2.5,108,2.5,0,0,250,5.7
2014,케이씨대학교 _본교,2학기,"3,280",4.5,449,13.7,406,12.4,0,0,768,23.4,413,12.6,0,0,544,16.6,332,10.1,0,0,98,3,103,3.1,0,0,167,5.1
2014,탐라대학교 _본교(폐교),1학기,56,4.5,6,10.7,6,10.7,5,8.9,13,23.2,3,5.4,1,1.8,4,7.1,1,1.8,3,5.4,0,0,1,1.8,1,1.8,12,21.4
2014,탐라대학교 _본교(폐교),2학기,33,4.5,2,6.1,7,21.2,3,9.1,0,0,1,3,8,24.2,1,3,3,9.1,2,6.1,0,0,0,0,1,3,5,15.2
2014,평택대학교 _본교,1학기,"10,225",4.5,"1,300",12.7,816,8,0,0,"2,531",24.8,"1,099",10.7,0,0,"2,167",21.2,857,8.4,0,0,524,5.1,282,2.8,0,0,649,6.3
2014,평택대학교 _본교,2학기,"9,583",4.5,"1,388",14.5,684,7.1,0,0,"2,613",27.3,904,9.4,0,0,"2,118",22.1,716,7.5,0,0,499,5.2,237,2.5,0,0,424,4.4
2014,포항공과대학교 _본교,1학기,"1,404",4.3,178,12.7,220,15.7,206,14.7,354,25.2,194,13.8,120,8.5,67,4.8,29,2.1,14,1,7,0.5,5,0.4,1,0.1,9,0.6
2014,포항공과대학교 _본교,2학기,"1,484",4.3,185,12.5,292,19.7,274,18.5,351,23.7,190,12.8,78,5.3,56,3.8,20,1.3,20,1.3,3,0.2,3,0.2,1,0.1,11,0.7
2014,한경대학교 _본교,1학기,"8,901",4.5,"1,793",20.1,906,10.2,0,0,"2,150",24.2,"1,013",11.4,0,0,"1,554",17.5,555,6.2,0,0,226,2.5,176,2,0,0,528,5.9
2014,한경대학교 _본교,2학기,"7,803",4.5,"1,637",21,748,9.6,0,0,"2,064",26.5,784,10,0,0,"1,408",18,512,6.6,0,0,168,2.2,128,1.6,0,0,354,4.5
2014,한경대학교(산업대) _본교(폐교),1학기,"2,892",4.5,977,33.8,310,10.7,0,0,661,22.9,240,8.3,0,0,337,11.7,125,4.3,0,0,33,1.1,28,1,0,0,181,6.3
2014,한경대학교(산업대) _본교(폐교),2학기,"2,798",4.5,882,31.5,272,9.7,0,0,645,23.1,218,7.8,0,0,396,14.2,123,4.4,0,0,41,1.5,42,1.5,0,0,179,6.4
2014,한국과학기술원 _본교,1학기,"4,660",4.3,763,16.4,966,20.7,"1,016",21.8,790,17,494,10.6,318,6.8,131,2.8,60,1.3,66,1.4,10,0.2,12,0.3,11,0.2,23,0.5
2014,한국과학기술원 _본교,2학기,"4,766",4.3,775,16.3,934,19.6,968,20.3,873,18.3,509,10.7,294,6.2,153,3.2,103,2.2,63,1.3,16,0.3,18,0.4,17,0.4,43,0.9
2014,한국교원대학교 _본교,1학기,"3,563",4.5,706,19.8,164,4.6,66,1.9,"1,195",33.5,277,7.8,105,2.9,806,22.6,90,2.5,72,2,14,0.4,13,0.4,3,0.1,52,1.5
2014,한국교원대학교 _본교,2학기,"3,078",4.5,657,21.3,132,4.3,41,1.3,"1,088",35.3,208,6.8,47,1.5,720,23.4,73,2.4,37,1.2,22,0.7,10,0.3,12,0.4,31,1
2014,한국교통대학교 _본교,1학기,"17,274",4.5,"3,840",22.2,"1,773",10.3,0,0,"4,871",28.2,"1,739",10.1,0,0,"3,069",17.8,943,5.5,0,0,247,1.4,250,1.4,0,0,542,3.1
2014,한국교통대학교 _본교,2학기,"15,679",4.5,"3,664",23.4,"1,595",10.2,0,0,"4,690",29.9,"1,476",9.4,0,0,"2,697",17.2,732,4.7,0,0,222,1.4,191,1.2,0,0,412,2.6
2014,한국교통대학교(산업대) _본교(폐교),1학기,"2,099",4.5,467,22.2,186,8.9,0,0,665,31.7,180,8.6,0,0,340,16.2,106,5.1,0,0,32,1.5,35,1.7,0,0,88,4.2
2014,한국교통대학교(산업대) _본교(폐교),2학기,"1,955",4.5,410,21,132,6.8,0,0,656,33.6,161,8.2,0,0,346,17.7,129,6.6,0,0,31,1.6,28,1.4,0,0,62,3.2
2014,한국국제대학교 _본교,1학기,"3,764",4.5,851,22.6,359,9.5,0,0,"1,090",29,479,12.7,0,0,413,11,240,6.4,0,0,39,1,54,1.4,0,0,239,6.3
2014,한국국제대학교 _본교,2학기,"3,356",4.5,827,24.6,339,10.1,0,0,829,24.7,414,12.3,0,0,436,13,163,4.9,0,0,38,1.1,46,1.4,0,0,264,7.9
2014,한국기술교육대학교 _본교,1학기,"9,602",4.5,"1,983",20.7,847,8.8,0,0,"2,531",26.4,974,10.1,0,0,"1,600",16.7,578,6,0,0,236,2.5,252,2.6,0,0,601,6.3
2014,한국기술교육대학교 _본교,2학기,"8,491",4.5,"1,860",21.9,762,9,0,0,"2,425",28.6,831,9.8,0,0,"1,417",16.7,451,5.3,0,0,196,2.3,188,2.2,0,0,361,4.3
2014,한국방송통신대학교 _본교,1학기,"146,337",4.3,"2,664",1.8,"6,070",4.1,"8,887",6.1,"5,329",3.6,"10,816",7.4,"10,910",7.5,"5,456",3.7,"9,401",6.4,"8,745",6,"4,010",2.7,"6,465",4.4,"5,296",3.6,"62,288",42.6
2014,한국방송통신대학교 _본교,2학기,"148,918",4.3,"4,190",2.8,"7,391",5,"9,570",6.4,"5,788",3.9,"11,089",7.4,"11,579",7.8,"5,889",4,"10,301",6.9,"9,744",6.5,"4,852",3.3,"7,780",5.2,"6,942",4.7,"53,803",36.1
2014,한국산업기술대학교 _본교,1학기,"11,328",4.5,"1,721",15.2,"1,136",10,0,0,"2,812",24.8,"1,378",12.2,0,0,"2,062",18.2,800,7.1,0,0,357,3.2,231,2,0,0,831,7.3
2014,한국산업기술대학교 _본교,2학기,"9,306",4.5,"1,548",16.6,887,9.5,0,0,"2,219",23.8,"1,057",11.4,0,0,"1,713",18.4,620,6.7,0,0,239,2.6,166,1.8,0,0,857,9.2
2014,한국산업기술대학교(산업대) _본교(폐교),1학기,"8,296",4.5,"2,120",25.6,955,11.5,0,0,"2,196",26.5,631,7.6,0,0,"1,436",17.3,371,4.5,0,0,148,1.8,144,1.7,0,0,295,3.6
2014,한국산업기술대학교(산업대) _본교(폐교),2학기,"6,885",4.5,"1,643",23.9,892,13,0,0,"1,777",25.8,575,8.4,0,0,"1,190",17.3,266,3.9,0,0,149,2.2,79,1.1,0,0,314,4.6
2014,한국성서대학교 _본교,1학기,"2,905",4.3,509,17.5,206,7.1,107,3.7,762,26.2,189,6.5,84,2.9,688,23.7,145,5,87,3,28,1,24,0.8,17,0.6,59,2
2014,한국성서대학교 _본교,2학기,"2,256",4.3,403,17.9,125,5.5,99,4.4,605,26.8,132,5.9,79,3.5,531,23.5,115,5.1,64,2.8,22,1,17,0.8,17,0.8,47,2.1
2014,한국예술종합학교 _본교,1학기,"3,821",4.3,986,25.8,766,20,519,13.6,516,13.5,268,7,210,5.5,136,3.6,79,2.1,72,1.9,32,0.8,19,0.5,18,0.5,200,5.2
2014,한국예술종합학교 _본교,2학기,"3,698",4.3,936,25.3,681,18.4,492,13.3,481,13,261,7.1,165,4.5,220,5.9,83,2.2,56,1.5,50,1.4,31,0.8,15,0.4,227,6.1
2014,한국외국어대학교 _본교,1학기,"30,247",4.5,"8,961",29.6,"3,854",12.7,0,0,"6,850",22.6,"1,911",6.3,0,0,"4,917",16.3,"1,235",4.1,0,0,542,1.8,337,1.1,0,0,"1,640",5.4
2014,한국외국어대학교 _본교,2학기,"27,506",4.5,"8,138",29.6,"3,757",13.7,0,0,"6,440",23.4,"1,881",6.8,0,0,"4,549",16.5,"1,036",3.8,0,0,429,1.6,218,0.8,0,0,"1,058",3.8
2014,한국전통문화대학교 _본교,1학기,"1,213",4.5,231,19,143,11.8,0,0,367,30.3,107,8.8,0,0,235,19.4,66,5.4,0,0,17,1.4,9,0.7,0,0,38,3.1
2014,한국전통문화대학교 _본교,2학기,"1,072",4.5,212,19.8,118,11,0,0,317,29.6,116,10.8,0,0,200,18.7,53,4.9,0,0,17,1.6,15,1.4,0,0,24,2.2
2014,한국체육대학교 _본교,1학기,"5,440",4.5,"1,136",20.9,781,14.4,0,0,"1,208",22.2,763,14,0,0,750,13.8,370,6.8,0,0,106,1.9,80,1.5,0,0,246,4.5
2014,한국체육대학교 _본교,2학기,"5,055",4.5,"1,072",21.2,578,11.4,0,0,"1,255",24.8,594,11.8,0,0,687,13.6,300,5.9,0,0,98,1.9,152,3,0,0,319,6.3
2014,한국항공대학교 _본교,1학기,"7,201",4.5,"1,395",19.4,845,11.7,0,0,"2,130",29.6,685,9.5,0,0,"1,386",19.2,347,4.8,0,0,85,1.2,71,1,0,0,257,3.6
2014,한국항공대학교 _본교,2학기,"6,254",4.5,"1,497",23.9,646,10.3,0,0,"1,900",30.4,555,8.9,0,0,"1,201",19.2,242,3.9,0,0,63,1,35,0.6,0,0,115,1.8
2014,한국해양대학교 _본교,1학기,"17,052",4.5,"3,389",19.9,"2,114",12.4,0,0,"4,107",24.1,"1,887",11.1,0,0,"2,805",16.4,"1,089",6.4,0,0,333,2,514,3,0,0,814,4.8
2014,한국해양대학교 _본교,2학기,"14,239",4.5,"2,972",20.9,"1,733",12.2,0,0,"3,464",24.3,"1,470",10.3,0,0,"2,439",17.1,816,5.7,0,0,276,1.9,430,3,0,0,639,4.5
2014,한남대학교 _본교,1학기,"37,791",4.5,"4,291",11.4,"2,755",7.3,"2,526",6.7,"6,619",17.5,"3,517",9.3,"2,603",6.9,"6,598",17.5,"2,780",7.4,"2,358",6.2,723,1.9,481,1.3,691,1.8,"1,849",4.9
2014,한남대학교 _본교,2학기,"35,585",4.5,"3,978",11.2,"2,642",7.4,"2,234",6.3,"6,393",18,"3,325",9.3,"2,310",6.5,"6,636",18.6,"2,711",7.6,"2,159",6.1,618,1.7,451,1.3,628,1.8,"1,500",4.2
2014,한동대학교 _본교,1학기,"8,361",4.5,"1,154",13.8,"1,511",18.1,0,0,"1,857",22.2,"1,310",15.7,0,0,"1,291",15.4,603,7.2,0,0,221,2.6,159,1.9,0,0,255,3
2014,한동대학교 _본교,2학기,"7,115",4.5,987,13.9,"1,228",17.3,0,0,"1,520",21.4,"1,156",16.2,0,0,"1,123",15.8,559,7.9,0,0,181,2.5,125,1.8,0,0,236,3.3
2014,한라대학교 _본교,1학기,"12,926",4.5,"2,322",18,"1,484",11.5,0,0,"2,786",21.6,"1,560",12.1,0,0,"2,631",20.4,"1,066",8.2,0,0,362,2.8,285,2.2,0,0,430,3.3
2014,한라대학교 _본교,2학기,"12,882",4.5,"2,465",19.1,"1,426",11.1,0,0,"2,822",21.9,"1,378",10.7,0,0,"2,477",19.2,"1,177",9.1,0,0,364,2.8,303,2.4,0,0,470,3.6
2014,한려대학교 _본교,1학기,626,4.5,180,28.8,183,29.2,0,0,89,14.2,77,12.3,0,0,38,6.1,22,3.5,0,0,12,1.9,7,1.1,0,0,18,2.9
2014,한려대학교 _본교,2학기,479,4.5,172,35.9,121,25.3,0,0,84,17.5,40,8.4,0,0,16,3.3,16,3.3,0,0,7,1.5,5,1,0,0,18,3.8
2014,한림대학교 _본교,1학기,"21,066",4.5,"4,572",21.7,"2,472",11.7,0,0,"4,190",19.9,"1,839",8.7,0,0,"4,530",21.5,"1,668",7.9,0,0,505,2.4,458,2.2,0,0,832,3.9
2014,한림대학교 _본교,2학기,"18,109",4.5,"4,435",24.5,"2,161",11.9,0,0,"3,789",20.9,"1,413",7.8,0,0,"3,622",20,"1,409",7.8,0,0,453,2.5,315,1.7,0,0,512,2.8
2014,한밭대학교 _본교,1학기,"12,636",4.5,"1,910",15.1,"1,381",10.9,0,0,"3,202",25.3,"1,691",13.4,0,0,"2,182",17.3,982,7.8,0,0,296,2.3,265,2.1,0,0,727,5.8
2014,한밭대학교 _본교,2학기,"10,492",4.5,"1,660",15.8,"1,025",9.8,0,0,"2,684",25.6,"1,244",11.9,0,0,"1,995",19,810,7.7,0,0,230,2.2,271,2.6,0,0,573,5.5
2014,한밭대학교(산업대) _본교(폐교),1학기,"2,231",4.5,444,19.9,243,10.9,0,0,645,28.9,210,9.4,0,0,416,18.6,130,5.8,0,0,40,1.8,34,1.5,0,0,69,3.1
2014,한밭대학교(산업대) _본교(폐교),2학기,"2,303",4.5,503,21.8,235,10.2,0,0,648,28.1,223,9.7,0,0,412,17.9,121,5.3,0,0,33,1.4,56,2.4,0,0,72,3.1
2014,한북대학교 _본교(폐교),1학기,"1,247",4.5,191,15.3,162,13,0,0,333,26.7,145,11.6,0,0,234,18.8,83,6.7,0,0,22,1.8,20,1.6,0,0,57,4.6
2014,한북대학교 _본교(폐교),2학기,"1,346",4.5,194,14.4,200,14.9,0,0,370,27.5,155,11.5,0,0,282,21,64,4.8,0,0,11,0.8,24,1.8,0,0,46,3.4
2014,한서대학교 _본교,1학기,"23,270",4.5,"3,345",14.4,"2,912",12.5,0,0,"5,935",25.5,"3,046",13.1,0,0,"4,523",19.4,"1,748",7.5,0,0,486,2.1,548,2.4,0,0,727,3.1
2014,한서대학교 _본교,2학기,"21,642",4.5,"3,890",18,"2,492",11.5,0,0,"5,770",26.7,"2,385",11,0,0,"3,991",18.4,"1,437",6.6,0,0,380,1.8,489,2.3,0,0,808,3.7
2014,한성대학교 _본교,1학기,"21,841",4.5,"3,510",16.1,"1,577",7.2,0,0,"7,121",32.6,"2,829",13,0,0,"3,654",16.7,"1,229",5.6,0,0,441,2,320,1.5,0,0,"1,160",5.3
2014,한성대학교 _본교,2학기,"20,458",4.5,"3,315",16.2,"1,418",6.9,0,0,"6,908",33.8,"2,485",12.1,0,0,"3,509",17.2,"1,079",5.3,0,0,461,2.3,342,1.7,0,0,941,4.6
2014,한세대학교 _본교,1학기,"7,065",4.5,"1,485",21,788,11.2,0,0,"1,649",23.3,711,10.1,0,0,"1,140",16.1,367,5.2,0,0,145,2.1,200,2.8,0,0,580,8.2
2014,한세대학교 _본교,2학기,"6,168",4.5,"1,414",22.9,655,10.6,0,0,"1,512",24.5,516,8.4,0,0,"1,204",19.5,445,7.2,0,0,71,1.2,51,0.8,0,0,300,4.9
2014,한신대학교 _본교,1학기,"11,576",4.5,"1,520",13.1,798,6.9,0,0,"3,589",31,"1,356",11.7,0,0,"2,204",19,776,6.7,0,0,269,2.3,193,1.7,0,0,871,7.5
2014,한신대학교 _본교,2학기,"9,916",4.5,"1,305",13.2,669,6.7,0,0,"3,204",32.3,"1,061",10.7,0,0,"2,095",21.1,656,6.6,0,0,240,2.4,158,1.6,0,0,528,5.3
2014,한양대학교 _본교,1학기,"51,650",4.5,"13,284",25.7,"8,206",15.9,0,0,"11,871",23,"4,402",8.5,0,0,"7,036",13.6,"2,510",4.9,0,0,838,1.6,433,0.8,0,0,"3,070",5.9
2014,한양대학교 _본교,2학기,"45,947",4.5,"12,601",27.4,"6,708",14.6,0,0,"10,559",23,"3,608",7.9,0,0,"6,496",14.1,"2,352",5.1,0,0,653,1.4,508,1.1,0,0,"2,462",5.4
2014,한양대학교(ERICA) _분교,1학기,"28,939",4.5,"6,135",21.2,"4,161",14.4,0,0,"7,499",25.9,"3,082",10.6,0,0,"4,679",16.2,"1,351",4.7,0,0,484,1.7,299,1,0,0,"1,249",4.3
2014,한양대학교(ERICA) _분교,2학기,"27,867",4.5,"5,950",21.4,"4,159",14.9,0,0,"7,132",25.6,"2,801",10.1,0,0,"4,530",16.3,"1,324",4.8,0,0,465,1.7,334,1.2,0,0,"1,172",4.2
2014,한양사이버대학교 _본교,1학기,"19,866",4.5,"3,570",18,"2,262",11.4,0,0,"5,168",26,"2,513",12.6,0,0,"2,703",13.6,"1,252",6.3,0,0,380,1.9,278,1.4,0,0,"1,740",8.8
2014,한양사이버대학교 _본교,2학기,"17,597",4.5,"2,937",16.7,"2,303",13.1,0,0,"4,605",26.2,"2,084",11.8,0,0,"2,406",13.7,989,5.6,0,0,416,2.4,188,1.1,0,0,"1,669",9.5
2014,한영신학대학교 _본교,1학기,"1,884",4.5,237,12.6,189,10,0,0,634,33.7,325,17.3,0,0,257,13.6,109,5.8,0,0,23,1.2,38,2,0,0,72,3.8
2014,한영신학대학교 _본교,2학기,"1,627",4.5,192,11.8,184,11.3,0,0,559,34.4,249,15.3,0,0,221,13.6,121,7.4,0,0,17,1,29,1.8,0,0,55,3.4
2014,한일장신대학교 _본교,1학기,"1,934",4.5,142,7.3,199,10.3,230,11.9,432,22.3,195,10.1,177,9.2,270,14,100,5.2,105,5.4,10,0.5,13,0.7,19,1,42,2.2
2014,한일장신대학교 _본교,2학기,"1,534",4.5,147,9.6,162,10.6,177,11.5,240,15.6,153,10,172,11.2,194,12.6,81,5.3,87,5.7,28,1.8,8,0.5,20,1.3,65,4.2
2014,한일장신대학교 _본교,3학기,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,한중대학교 _본교,1학기,"3,683",4.5,"1,261",34.2,843,22.9,0,0,583,15.8,418,11.3,0,0,153,4.2,96,2.6,0,0,40,1.1,40,1.1,0,0,249,6.8
2014,한중대학교 _본교,2학기,"3,288",4.5,"1,004",30.5,748,22.7,0,0,588,17.9,428,13,0,0,182,5.5,131,4,0,0,35,1.1,27,0.8,0,0,145,4.4
2014,협성대학교 _본교,1학기,"9,598",4.5,"1,692",17.6,731,7.6,0,0,"2,818",29.4,919,9.6,0,0,"1,741",18.1,708,7.4,0,0,253,2.6,261,2.7,0,0,475,4.9
2014,협성대학교 _본교,2학기,"8,841",4.5,"1,521",17.2,821,9.3,0,0,"2,591",29.3,805,9.1,0,0,"1,605",18.2,584,6.6,0,0,238,2.7,246,2.8,0,0,430,4.9
2014,호남대학교 _본교,1학기,"10,482",4.5,"1,381",13.2,930,8.9,0,0,"2,353",22.4,"1,098",10.5,0,0,"2,540",24.2,"1,048",10,0,0,258,2.5,240,2.3,0,0,634,6
2014,호남대학교 _본교,2학기,"9,873",4.5,"1,385",14,758,7.7,0,0,"2,235",22.6,"1,001",10.1,0,0,"2,203",22.3,"1,032",10.5,0,0,285,2.9,266,2.7,0,0,708,7.2
2014,호남신학대학교 _본교,1학기,"1,545",4.5,234,15.1,206,13.3,0,0,359,23.2,185,12,0,0,204,13.2,136,8.8,0,0,111,7.2,37,2.4,0,0,73,4.7
2014,호남신학대학교 _본교,2학기,"1,211",4.5,198,16.4,163,13.5,0,0,269,22.2,138,11.4,0,0,188,15.5,87,7.2,0,0,55,4.5,33,2.7,0,0,80,6.6
2014,호서대학교 _본교,1학기,"34,161",4.5,"4,717",13.8,"3,548",10.4,0,0,"7,504",22,"4,070",11.9,0,0,"7,271",21.3,"3,388",9.9,0,0,"1,131",3.3,947,2.8,0,0,"1,585",4.6
2014,호서대학교 _본교,2학기,"31,274",4.5,"4,626",14.8,"3,048",9.7,0,0,"7,409",23.7,"3,233",10.3,0,0,"6,807",21.8,"2,503",8,0,0,971,3.1,857,2.7,0,0,"1,820",5.8
2014,호원대학교 _본교,1학기,"8,469",4.5,"1,394",16.5,718,8.5,0,0,"2,302",27.2,848,10,0,0,"1,907",22.5,655,7.7,0,0,272,3.2,148,1.7,0,0,225,2.7
2014,호원대학교 _본교,2학기,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,호원대학교 _본교,3학기,"7,480",4.5,"1,260",16.8,666,8.9,0,0,"1,949",26.1,855,11.4,0,0,"1,554",20.8,571,7.6,0,0,218,2.9,138,1.8,0,0,269,3.6
2014,홍익대학교 _본교,1학기,"29,203",4.5,"6,382",21.9,"3,226",11,0,0,"8,456",29,"3,049",10.4,0,0,"4,679",16,"1,432",4.9,0,0,593,2,344,1.2,0,0,"1,042",3.6
2014,홍익대학교 _본교,2학기,"28,485",4.5,"6,144",21.6,"3,184",11.2,0,0,"8,484",29.8,"2,917",10.2,0,0,"4,570",16,"1,312",4.6,0,0,499,1.8,356,1.2,0,0,"1,019",3.6
2014,홍익대학교(세종) _분교,1학기,"16,780",4.5,"3,171",18.9,"1,522",9.1,0,0,"4,826",28.8,"1,825",10.9,0,0,"3,445",20.5,927,5.5,0,0,325,1.9,200,1.2,0,0,539,3.2
2014,홍익대학교(세종) _분교,2학기,"16,403",4.5,"3,004",18.3,"1,429",8.7,0,0,"4,509",27.5,"1,581",9.6,0,0,"3,586",21.9,"1,064",6.5,0,0,366,2.2,267,1.6,0,0,597,3.6
2014,화신사이버대학교 _본교,1학기,767,4.5,126,16.4,100,13,0,0,167,21.8,110,14.3,0,0,88,11.5,33,4.3,0,0,19,2.5,37,4.8,0,0,87,11.3
2014,화신사이버대학교 _본교,2학기,816,4.5,151,18.5,126,15.4,0,0,192,23.5,89,10.9,0,0,103,12.6,49,6,0,0,30,3.7,42,5.1,0,0,34,4.2
