상영내역,,,,,,,,,,
2015-03-15,06관,"09:20, 소셜포비아(디지털), 6,000원","11:30, 소셜포비아(디지털), 10,000원","13:40, 소셜포비아(디지털), 10,000원","15:50, 소셜포비아(디지털), 10,000원","18:00, 소셜포비아(디지털), 10,000원","20:10, 소셜포비아(디지털), 10,000원","22:20, 소셜포비아(디지털), 10,000원","24:40, 소셜포비아(디지털), 9,000원",
2015-03-15,07관,"09:10, 채피(디지털), 6,000원","11:40, 채피(디지털), 10,000원","14:10, 채피(디지털), 10,000원","16:50, 채피(디지털), 10,000원","19:20, 채피(디지털), 10,000원","21:50, 채피(디지털), 10,000원",,,
2015-03-15,08관,"08:50, 살인의뢰(디지털), 6,000원","11:00, 살인의뢰(디지털), 10,000원","13:20, 살인의뢰(디지털), 10,000원","15:30, 살인의뢰(디지털), 10,000원","17:40, 살인의뢰(디지털), 10,000원","19:50, 살인의뢰(디지털), 10,000원","22:05, 살인의뢰(디지털), 10,000원","24:25, 살인의뢰(디지털), 9,000원",
2015-03-16,01관,"08:50, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:25, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","14:00, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","16:35, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","19:10, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","21:45, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","24:20, 킹스맨 : 시크릿 에이전트(디지털), 8,000원",,
2015-03-16,02관,"08:50, 해피 해피 와이너리(디지털), 6,000원","11:15, 드래곤 블레이드(디지털), 8,000원","13:50, 헬머니(디지털), 8,000원","16:05, 기생수 파트1(디지털), 9,000원","18:25, 위플래쉬(디지털), 9,000원","20:45, 위플래쉬(디지털), 9,000원","23:00, 드래곤 블레이드(디지털), 8,000원",,
2015-03-16,03관,"10:10, 위플래쉬(디지털), 6,000원","12:30, 위플래쉬(디지털), 8,000원","14:45, 이미테이션 게임(디지털), 9,000원","17:10, 위플래쉬(디지털), 9,000원","19:25, 위플래쉬(디지털), 9,000원","21:50, 위플래쉬(디지털), 9,000원","24:05, 위플래쉬(디지털), 8,000원",,
2015-03-16,04관,"10:00, 이미테이션 게임(디지털), 6,000원",,"17:30, 살인의뢰(디지털), 9,000원","19:40, 살인의뢰(디지털), 9,000원","21:50, 이미테이션 게임(디지털), 9,000원","24:15, 이미테이션 게임(디지털), 8,000원",,,
2015-03-16,05관 [CGV아트하우스],"09:15, 버드맨(디지털), 9,000원",,"14:15, 위플래쉬(디지털), 8,000원","16:30, 버드맨(디지털), 9,000원","19:00, 버드맨(디지털), 9,000원","21:30, 조류인간(디지털), 9,000원","23:50, 버드맨(디지털), 8,000원",,
2015-03-16,06관,,"11:35, 소셜포비아(디지털), 8,000원","13:45, 소셜포비아(디지털), 8,000원","15:55, 소셜포비아(디지털), 9,000원","18:05, 소셜포비아(디지털), 9,000원","20:15, 소셜포비아(디지털), 9,000원","22:25, 소셜포비아(디지털), 9,000원","24:35, 소셜포비아(디지털), 8,000원",
2015-03-16,07관,"08:55, 살인의뢰(디지털), 6,000원","11:05, 살인의뢰(디지털), 8,000원","13:15, 살인의뢰(디지털), 8,000원","15:25, 살인의뢰(디지털), 8,000원","17:40, 이미테이션 게임(디지털), 9,000원","20:05, 이미테이션 게임(디지털), 9,000원","22:35, 살인의뢰(디지털), 9,000원","24:45, 살인의뢰(디지털), 8,000원",
2015-03-16,08관,"09:30, 채피(디지털), 6,000원","12:00, 채피(디지털), 9,000원","14:30, 채피(디지털), 8,000원","17:00, 채피(디지털), 9,000원","19:30, 채피(디지털), 9,000원","22:00, 채피(디지털), 9,000원","24:30, 채피(디지털), 8,000원",,
2015-03-17,01관,"08:50, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:25, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","14:00, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","16:35, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","19:10, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","21:45, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","24:20, 킹스맨 : 시크릿 에이전트(디지털), 8,000원",,
2015-03-17,02관,"08:50, 해피 해피 와이너리(디지털), 6,000원","11:15, 헬머니(디지털), 8,000원","13:30, 해피 해피 와이너리(디지털), 8,000원","15:55, 기생수 파트1(디지털), 8,000원","18:15, 위플래쉬(디지털), 9,000원","20:40, 위플래쉬(디지털), 9,000원","23:00, 드래곤 블레이드(디지털), 8,000원",,
2015-03-17,03관,"10:20, 위플래쉬(디지털), 8,000원",,"14:50, 이미테이션 게임(디지털), 8,000원","17:15, 위플래쉬(디지털), 9,000원","19:30, 위플래쉬(디지털), 9,000원","21:55, 위플래쉬(디지털), 9,000원","24:10, 위플래쉬(디지털), 8,000원",,
2015-03-17,04관,"10:20, 이미테이션 게임(디지털), 6,000원","12:45, 이미테이션 게임(디지털), 9,000원","15:10, 드래곤 블레이드(디지털), 9,000원","17:45, 이미테이션 게임(디지털), 9,000원","20:10, 살인의뢰(디지털), 9,000원","22:25, 살인의뢰(디지털), 9,000원","24:35, 소셜포비아(디지털), 7,000원",,
2015-03-17,05관 [CGV아트하우스],"09:10, 버드맨(디지털), 6,000원","11:40, 버드맨(디지털), 9,000원","14:10, 위플래쉬(디지털), 8,000원","16:25, 버드맨(디지털), 9,000원","19:00, 버드맨(디지털), 9,000원",,"23:50, 버드맨(디지털), 8,000원",,
2015-03-17,06관,,"12:20, 소셜포비아(디지털), 8,000원","14:30, 소셜포비아(디지털), 8,000원","16:40, 소셜포비아(디지털), 9,000원","18:50, 소셜포비아(디지털), 9,000원","21:00, 소셜포비아(디지털), 9,000원",,,
2015-03-17,07관,,"11:10, 살인의뢰(디지털), 6,000원","13:20, 살인의뢰(디지털), 8,000원","15:30, 살인의뢰(디지털), 9,000원","17:40, 살인의뢰(디지털), 9,000원","19:50, 이미테이션 게임(디지털), 9,000원","22:15, 이미테이션 게임(디지털), 9,000원","24:40, 살인의뢰(디지털), 8,000원",
2015-03-17,08관,"09:20, 채피(디지털), 6,000원","11:50, 채피(디지털), 8,000원","14:20, 채피(디지털), 8,000원","16:50, 채피(디지털), 9,000원","19:20, 채피(디지털), 9,000원","21:50, 채피(디지털), 9,000원","24:25, 채피(디지털), 8,000원",,
2015-03-18,01관,"08:50, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:25, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","14:00, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","16:35, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","19:10, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","21:45, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","24:20, 킹스맨 : 시크릿 에이전트(디지털), 8,000원",,
2015-03-18,02관,"08:50, 해피 해피 와이너리(디지털), 6,000원","11:15, 헬머니(디지털), 8,000원","13:30, 해피 해피 와이너리(디지털), 8,000원","15:55, 기생수 파트1(디지털), 8,000원","18:15, 위플래쉬(디지털), 9,000원","20:40, 위플래쉬(디지털), 9,000원","23:00, 드래곤 블레이드(디지털), 8,000원",,
2015-03-18,03관,"10:20, 위플래쉬(디지털), 6,500원","12:35, 위플래쉬(디지털), 8,000원","14:50, 이미테이션 게임(디지털), 8,000원","17:15, 위플래쉬(디지털), 9,000원","19:30, 위플래쉬(디지털), 9,000원","21:55, 위플래쉬(디지털), 9,000원","24:10, 위플래쉬(디지털), 8,000원",,
2015-03-18,04관,"10:20, 이미테이션 게임(디지털), 6,000원","12:45, 이미테이션 게임(디지털), 8,000원","15:10, 드래곤 블레이드(디지털), 8,000원","17:45, 이미테이션 게임(디지털), 9,000원","20:10, 살인의뢰(디지털), 9,000원","22:25, 살인의뢰(디지털), 9,000원","24:35, 소셜포비아(디지털), 8,000원",,
2015-03-18,05관 [CGV아트하우스],"09:10, 버드맨(디지털), 6,000원","11:40, 버드맨(디지털), 8,000원","14:10, 위플래쉬(디지털), 9,000원","16:25, 버드맨(디지털), 9,000원","19:00, 버드맨(디지털), 9,000원","21:30, 조류인간(디지털), 9,000원","23:50, 버드맨(디지털), 8,000원",,
2015-03-18,06관,"10:00, 소셜포비아(디지털), 6,000원","12:20, 소셜포비아(디지털), 9,000원","14:30, 소셜포비아(디지털), 9,000원","16:40, 소셜포비아(디지털), 9,000원","18:50, 소셜포비아(디지털), 9,000원","21:00, 소셜포비아(디지털), 9,000원","23:10, 소셜포비아(디지털), 8,000원",,
2015-03-18,07관,"09:00, 살인의뢰(디지털), 6,000원","11:10, 살인의뢰(디지털), 8,000원","13:20, 살인의뢰(디지털), 8,000원","15:30, 살인의뢰(디지털), 8,000원","17:40, 살인의뢰(디지털), 9,000원","19:50, 이미테이션 게임(디지털), 9,000원","22:15, 이미테이션 게임(디지털), 9,000원",,
2015-03-18,08관,"09:20, 채피(디지털), 6,000원","11:50, 채피(디지털), 8,000원","14:20, 채피(디지털), 8,000원","16:50, 채피(디지털), 9,000원","19:20, 채피(디지털), 9,000원","21:50, 채피(디지털), 9,000원","24:25, 채피(디지털), 7,000원",,
2015-03-19,01관,"08:50, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:25, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","14:00, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","16:35, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","19:10, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","21:45, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","24:20, 킹스맨 : 시크릿 에이전트(디지털), 8,000원",,
2015-03-19,02관,,"10:50, 이미테이션 게임(디지털), 8,000원","13:15, 엘리제궁의 요리사(디지털), 9,000원","15:15, 트레이서(디지털), 8,000원","17:20, 엘리제궁의 요리사(디지털), 9,000원","19:20, 이미테이션 게임(디지털), 9,000원","21:45, 런 올 나이트(디지털), 9,000원","24:20, 이미테이션 게임(디지털), 8,000원",
2015-03-19,03관,"10:20, 위플래쉬(디지털), 7,000원","12:35, 위플래쉬(디지털), 8,000원","14:50, 위플래쉬(디지털), 9,000원","17:10, 위플래쉬(디지털), 9,000원","19:30, 위플래쉬(디지털), 9,000원","21:55, 위플래쉬(디지털), 9,000원","24:10, 위플래쉬(디지털), 7,000원",,
2015-03-19,04관,"10:30, 런 올 나이트(디지털), 6,000원","12:55, 런 올 나이트(디지털), 8,000원","15:25, 런 올 나이트(디지털), 8,000원","17:50, 이미테이션 게임(디지털), 9,000원","20:15, 런 올 나이트(디지털), 9,000원","22:40, 트레이서(디지털), 9,000원","24:40, 런 올 나이트(디지털), 7,000원",,
2015-03-19,05관 [CGV아트하우스],"09:00, 소셜포비아(디지털), 6,000원","11:10, 리바이어던(디지털), 9,000원","14:20, 버드맨(디지털), 8,000원","16:50, 리바이어던(디지털), 9,000원","19:40, 버드맨(디지털), 9,000원","22:10, 소셜포비아(디지털), 9,000원","24:25, 버드맨(디지털), 8,000원",,
2015-03-19,06관,"09:20, 신데렐라(디지털), 6,000원","11:45, 신데렐라(디지털), 0원","14:10, 신데렐라(디지털), 8,000원","16:30, 신데렐라(디지털), 9,000원","19:00, 신데렐라(디지털), 9,000원","21:25, 신데렐라(디지털), 9,000원","23:45, 신데렐라(디지털), 8,000원",,
2015-03-19,07관,"09:30, 엘리제궁의 요리사(디지털), 7,000원","11:30, 소셜포비아(디지털), 8,000원","13:40, 살인의뢰(디지털), 8,000원","15:50, 소셜포비아(디지털), 8,000원","18:00, 살인의뢰(디지털), 9,000원","20:10, 소셜포비아(디지털), 9,000원","22:20, 살인의뢰(디지털), 9,000원","24:35, 살인의뢰(디지털), 8,000원",
2015-03-19,08관,"09:10, 추억의 마니(디지털), 9,000원","11:20, 채피(디지털), 8,000원","13:50, 추억의 마니(디지털), 9,000원","16:00, 채피(디지털), 9,000원","18:30, 위플래쉬(디지털), 9,000원","20:45, 채피(디지털), 9,000원","23:15, 채피(디지털), 8,000원",,
2015-03-20,01관,"09:20, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:55, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","14:35, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","17:10, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","19:45, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","22:20, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","24:55, 킹스맨 : 시크릿 에이전트(디지털), 9,000원",,
2015-03-20,02관,"09:00, 트레이서(디지털), 6,000원","11:00, 엘리제궁의 요리사(디지털), 10,000원","13:00, 채피(디지털), 10,000원","15:30, 트레이서(디지털), 10,000원","17:40, 위플래쉬(디지털), 10,000원","20:05, 위플래쉬(디지털), 10,000원","22:20, 엘리제궁의 요리사(디지털), 10,000원","24:20, 트레이서(디지털), 0원",
2015-03-20,03관,"09:40, 위플래쉬(디지털), 6,000원","12:05, 위플래쉬(디지털), 10,000원","14:20, 위플래쉬(디지털), 10,000원","16:35, 위플래쉬(디지털), 10,000원","19:00, 위플래쉬(디지털), 10,000원","21:15, 위플래쉬(디지털), 10,000원","23:30, 위플래쉬(디지털), 9,000원","25:45, 위플래쉬(디지털), 9,000원",
2015-03-20,04관,"09:40, 이미테이션 게임(디지털), 6,000원","12:05, 런 올 나이트(디지털), 10,000원","14:30, 이미테이션 게임(디지털), 10,000원","16:55, 런 올 나이트(디지털), 10,000원","19:20, 이미테이션 게임(디지털), 10,000원","21:45, 런 올 나이트(디지털), 10,000원","24:10, 런 올 나이트(디지털), 9,000원",,
2015-03-20,05관 [CGV아트하우스],"09:50, 버드맨(디지털), 6,000원","12:20, 리바이어던(디지털), 10,000원","15:10, 소셜포비아(디지털), 10,000원","17:20, 버드맨(디지털), 10,000원","19:55, 리바이어던(디지털), 10,000원","22:45, 소셜포비아(디지털), 10,000원","25:05, 버드맨(디지털), 9,000원",,
2015-03-20,06관,"08:50, 신데렐라(디지털), 6,000원","11:15, 신데렐라(디지털), 10,000원","13:35, 신데렐라(디지털), 10,000원","15:55, 신데렐라(디지털), 10,000원","18:15, 신데렐라(디지털), 10,000원","20:40, 신데렐라(디지털), 10,000원","23:10, 신데렐라(디지털), 9,000원","25:35, 신데렐라(디지털), 9,000원",
2015-03-20,07관,"09:30, 소셜포비아(디지털), 6,000원","11:40, 살인의뢰(디지털), 5,000원","13:50, 소셜포비아(디지털), 10,000원","16:00, 살인의뢰(디지털), 10,000원","18:10, 소셜포비아(디지털), 10,000원","20:20, 살인의뢰(디지털), 10,000원","22:30, 살인의뢰(디지털), 10,000원","24:40, 살인의뢰(디지털), 9,000원",
2015-03-20,08관,"09:10, 추억의 마니(디지털), 6,000원","11:20, 추억의 마니(디지털), 10,000원",,"18:00, 채피(디지털), 10,000원","20:30, 채피(디지털), 10,000원","23:00, 이미테이션 게임(디지털), 9,000원","25:25, 채피(디지털), 9,000원",,
2015-03-21,01관,"09:20, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","11:55, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","14:30, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","17:05, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","19:40, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","22:15, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","24:55, 킹스맨 : 시크릿 에이전트(디지털), 9,000원",,
2015-03-21,02관,"10:00, 이미테이션 게임(디지털), 6,000원","12:25, 추억의 마니(디지털), 10,000원","14:45, 신데렐라(디지털), 10,000원","17:05, 신데렐라(디지털), 10,000원","19:25, 트레이서(디지털), 10,000원","21:25, 살인의뢰(디지털), 10,000원","23:35, 트레이서(디지털), 9,000원","25:40, 살인의뢰(디지털), 9,000원",
2015-03-21,03관,"09:30, 위플래쉬(디지털), 8,000원","11:45, 위플래쉬(디지털), 10,000원","14:00, 위플래쉬(디지털), 10,000원","16:15, 위플래쉬(디지털), 10,000원","18:30, 위플래쉬(디지털), 10,000원","20:45, 위플래쉬(디지털), 10,000원","23:00, 위플래쉬(디지털), 9,000원","25:20, 위플래쉬(디지털), 9,000원",
2015-03-21,04관,"08:40, 엘리제궁의 요리사(디지털), 6,000원","10:45, 런 올 나이트(디지털), 6,000원","13:10, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","15:45, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","18:20, 런 올 나이트(디지털), 10,000원","20:45, 엘리제궁의 요리사(디지털), 10,000원","22:45, 런 올 나이트(디지털), 10,000원","25:20, 런 올 나이트(디지털), 9,000원",
2015-03-21,05관 [CGV아트하우스],"09:00, 버드맨(디지털), 6,000원","11:30, 소셜포비아(디지털), 10,000원","14:15, 리바이어던(디지털), 10,000원","17:15, 버드맨(디지털), 10,000원","20:15, 소셜포비아(디지털), 10,000원","22:30, 리바이어던(디지털), 10,000원","25:30, 버드맨(디지털), 9,000원",,
2015-03-21,06관,"08:50, 신데렐라(디지털), 6,000원","11:10, 신데렐라(디지털), 10,000원","13:30, 신데렐라(디지털), 10,000원","15:50, 신데렐라(디지털), 10,000원","18:10, 신데렐라(디지털), 10,000원","20:30, 신데렐라(디지털), 10,000원","22:50, 신데렐라(디지털), 10,000원","25:10, 신데렐라(디지털), 9,000원",
2015-03-21,07관,"08:20, 소셜포비아(디지털), 9,000원","10:30, 채피(디지털), 6,000원","13:00, 이미테이션 게임(디지털), 10,000원","15:25, 소셜포비아(디지털), 10,000원","17:35, 소셜포비아(디지털), 10,000원","19:50, 채피(디지털), 10,000원","22:25, 소셜포비아(디지털), 10,000원","24:35, 채피(디지털), 9,000원",
2015-03-21,08관,"08:30, 추억의 마니(디지털), 6,000원","10:40, 살인의뢰(디지털), 6,000원","12:50, 위플래쉬(디지털), 10,000원","15:05, 위플래쉬(디지털), 10,000원","17:20, 위플래쉬(디지털), 10,000원","19:35, 이미테이션 게임(디지털), 7,500원","22:00, 이미테이션 게임(디지털), 10,000원","24:25, 이미테이션 게임(디지털), 9,000원",
2015-03-22,01관,"08:40, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:15, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","13:50, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","16:25, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","19:00, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","21:40, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","24:15, 킹스맨 : 시크릿 에이전트(디지털), 9,000원",,
2015-03-22,02관,"08:40, 런 올 나이트(디지털), 6,000원","11:15, 살인의뢰(디지털), 10,000원","13:25, 신데렐라(디지털), 10,000원","15:45, 채피(디지털), 10,000원","18:15, 런 올 나이트(디지털), 10,000원","20:40, 살인의뢰(디지털), 10,000원","23:00, 런 올 나이트(디지털), 9,000원",,
2015-03-22,03관,"08:50, 위플래쉬(디지털), 7,000원","11:05, 위플래쉬(디지털), 10,000원","13:20, 위플래쉬(디지털), 10,000원","15:35, 위플래쉬(디지털), 10,000원","17:50, 위플래쉬(디지털), 10,000원","20:05, 위플래쉬(디지털), 10,000원","22:20, 위플래쉬(디지털), 10,000원","24:35, 위플래쉬(디지털), 9,000원",
2015-03-22,04관,"08:30, 추억의 마니(디지털), 6,000원","10:40, 엘리제궁의 요리사(디지털), 10,000원","12:40, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","15:15, 킹스맨 : 시크릿 에이전트(디지털), 10,000원","17:50, 트레이서(디지털), 10,000원","19:50, 엘리제궁의 요리사(디지털), 10,000원","21:50, 트레이서(디지털), 10,000원","24:05, 트레이서(디지털), 9,000원",
2015-03-22,05관 [CGV아트하우스],"08:20, 버드맨(디지털), 6,000원","10:50, 리바이어던(디지털), 10,000원","13:40, 소셜포비아(디지털), 10,000원","16:20, 버드맨(디지털), 10,000원","19:20, 리바이어던(디지털), 10,000원","22:10, 소셜포비아(디지털), 10,000원","24:25, 버드맨(디지털), 9,000원",,
2015-03-22,06관,"09:50, 신데렐라(디지털), 7,000원","12:10, 신데렐라(디지털), 10,000원","14:30, 신데렐라(디지털), 10,000원","16:50, 신데렐라(디지털), 10,000원","19:10, 신데렐라(디지털), 10,000원","21:30, 신데렐라(디지털), 10,000원","23:55, 신데렐라(디지털), 9,000원",,
2015-03-22,07관,"09:30, 소셜포비아(디지털), 6,000원","11:40, 채피(디지털), 10,000원","14:10, 이미테이션 게임(디지털), 10,000원","16:35, 소셜포비아(디지털), 10,000원","18:45, 소셜포비아(디지털), 10,000원","20:55, 채피(디지털), 10,000원","23:25, 채피(디지털), 9,000원",,
2015-03-22,08관,"09:40, 이미테이션 게임(디지털), 6,000원","12:05, 추억의 마니(디지털), 10,000원","14:20, 위플래쉬(디지털), 10,000원","16:40, 위플래쉬(디지털), 10,000원","18:55, 이미테이션 게임(디지털), 10,000원","21:20, 이미테이션 게임(디지털), 10,000원","23:45, 살인의뢰(디지털), 7,000원",,
2015-03-23,01관,"08:50, 킹스맨 : 시크릿 에이전트(디지털), 6,000원","11:25, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","14:00, 킹스맨 : 시크릿 에이전트(디지털), 8,000원","16:35, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","19:10, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","21:45, 킹스맨 : 시크릿 에이전트(디지털), 9,000원","24:20, 킹스맨 : 시크릿 에이전트(디지털), 8,000원",,
2015-03-23,02관,"08:50, 엘리제궁의 요리사(디지털), 6,000원","10:50, 런 올 나이트(디지털), 9,000원","13:15, 엘리제궁의 요리사(디지털), 9,000원","15:15, 런 올 나이트(디지털), 8,000원","17:40, 런 올 나이트(디지털), 9,000원","20:05, 엘리제궁의 요리사(디지털), 9,000원","22:10, 소셜포비아(디지털), 9,000원","24:20, 런 올 나이트(디지털), 8,000원",
2015-03-23,03관,"10:20, 위플래쉬(디지털), 7,000원","12:35, 위플래쉬(디지털), 8,000원","14:55, 위플래쉬(디지털), 8,000원","17:15, 위플래쉬(디지털), 9,000원","19:30, 위플래쉬(디지털), 9,000원","21:50, 위플래쉬(디지털), 9,000원","24:05, 위플래쉬(디지털), 8,000원",,
2015-03-23,04관,"09:20, 트레이서(디지털), 6,000원","11:20, 살인의뢰(디지털), 8,000원","13:30, 트레이서(디지털), 8,000원","15:30, 살인의뢰(디지털), 9,000원","17:45, 채피(디지털), 9,000원","20:15, 킹스맨 : 시크릿 에이전트(디지털), 9,000원",,,
2015-03-23,05관 [CGV아트하우스],"09:10, 버드맨(디지털), 6,000원","11:40, 소셜포비아(디지털), 8,000원","13:50, 리바이어던(디지털), 8,000원","16:50, 버드맨(디지털), 9,000원","19:20, 소셜포비아(디지털), 9,000원","21:30, 리바이어던(디지털), 9,000원","24:30, 버드맨(디지털), 7,000원",,
